index	track	branch	parent_commit	commit	recipe	metric_name	metric_value	memory_gb	elapsed_min	launcher	job_id	command	log_path	status	description
44	glm5p1-async-final-config	autoresearch/2026-08-22-glm51-async/tp32-throughput-10step	46c6b263991ce947813add22d75658b3a1caf0c5	5805ab97c440238318a9246eadc567584036fce5	infra/slurm/cscs/autoresearch/preflight_glm51_async_benchmark.slurm	final_head_slurm_gate_exit_code	1	0.0	2.05	sbatch	3147550	sbatch infra/slurm/cscs/autoresearch/preflight_glm51_async_benchmark.slurm	.tmp/glm51-async-topology/logs/glm51_async_benchmark/config_3147550.out	keep	COMPLETED 0:0; config/data/topology checks, 49 focused tests, Ruff, formatting, shell syntax and Megatron actor import all passed. Superseded only because the next commit expands the owned test surface.
45	glm5p1-async-final-config	autoresearch/2026-08-22-glm51-async/tp32-throughput-10step	5805ab97c440238318a9246eadc567584036fce5	14ff1f430d33fb9aec8be871fd0ac953e18e038e	infra/slurm/cscs/autoresearch/preflight_glm51_async_benchmark.slurm	complete_final_head_slurm_gate_exit_code	1	0.0	2.02	sbatch	3147551	sbatch infra/slurm/cscs/autoresearch/preflight_glm51_async_benchmark.slurm	.tmp/glm51-async-topology/logs/glm51_async_benchmark/config_3147551.out	keep	COMPLETED 0:0; exact image passed config/data/topology, all 82 selected tests including smoke-artifact/fixed-DAPO/signal validation, Ruff, 24-file formatting, shell syntax and the Megatron actor Bridge/MFU import.
46	glm5p1-async-real-dapo-smoke	autoresearch/2026-08-22-glm51-async/tp32-throughput-10step	5805ab97c440238318a9246eadc567584036fce5	14ff1f430d33fb9aec8be871fd0ac953e18e038e	examples/configs/recipes/llm/autoresearch/grpo-glm5.1-80n4g-megatron-async-vllm-tp32-smoke.yaml	terminal_green_artifact	0	0.0	19.75	sbatch	3147552	infra/slurm/cscs/autoresearch/submit_glm51_async_smoke.sh	.tmp/glm51-async-topology/3147552-logs/ray-driver.log	crash	FAILED 1:0 before model setup. Both actor venvs converged 0/80 to 80/80 without retry, then GRPO rejected data.validation=null because positive val_period=1000 enables validation regardless of the three-step horizon. No checkpoint load, refit, trajectory or artifact.
47	glm5p1-async-validation-config	autoresearch/2026-08-22-glm51-async/tp32-throughput-10step	14ff1f430d33fb9aec8be871fd0ac953e18e038e	c2dc2826223788c319eb3ee9526d895c72462949	infra/slurm/cscs/autoresearch/preflight_glm51_async_benchmark.slurm	explicit_no_validation_gate_exit_code	1	0.0	1.97	sbatch	3147583	sbatch infra/slurm/cscs/autoresearch/preflight_glm51_async_benchmark.slurm	.tmp/glm51-async-topology/logs/glm51_async_benchmark/config_3147583.out	keep	COMPLETED 0:0; explicit no-validation smoke/benchmark config passed with all 82 tests, Ruff, 24-file formatting, shell syntax and Megatron actor Bridge/MFU import.
48	glm5p1-async-real-dapo-smoke	autoresearch/2026-08-22-glm51-async/tp32-throughput-10step	14ff1f430d33fb9aec8be871fd0ac953e18e038e	c2dc2826223788c319eb3ee9526d895c72462949	examples/configs/recipes/llm/autoresearch/grpo-glm5.1-80n4g-megatron-async-vllm-tp32-smoke.yaml	terminal_green_artifact	0	0.0	0.0	sbatch	3147587	infra/slurm/cscs/autoresearch/submit_glm51_async_smoke.sh	.tmp/glm51-async-topology/logs/glm51_async_smoke/slurm_3147587.out	running	Validation-disabled retry of the three-step 80-node real-DAPO async smoke; require 80/80 venvs, model/refit, per-step signal, bounded age, artifact and terminal 0:0. Expected artifact: logs/glm51_async_smoke/terminal_green_20260822T053757Z_95982.json.
49	glm5p1-reference-kl-config	fix/glm-reference-object-load	e40f80d6fa7bd7e77236b36630900e17e8a3871b	89b04a08931aab9508258181074ae386234bd80d	infra/slurm/cscs/autoresearch/preflight_glm51_reference_load_fix.slurm	reference_real_dapo_exact_gate_exit_code	0	0.0	0.30	sbatch	3147748	sbatch --export=ALL,EXPERIMENT_DIR=$PWD infra/slurm/cscs/autoresearch/preflight_glm51_reference_load_fix.slurm	.tmp/glm-reference-object-load/logs/glm51_reference_load/config_3147748.out	crash	FAILED 1:0 before config resolution: direct script execution did not put the repository root on sys.path, so its new external DAPO adapter import failed. No model/runtime evidence; add a standalone-path bootstrap and rerun.
50	glm5p1-reference-kl-config	fix/glm-reference-object-load	89b04a08931aab9508258181074ae386234bd80d	27384e8c955ac6ea42c0b31571618e9506749b49	infra/slurm/cscs/autoresearch/preflight_glm51_reference_load_fix.slurm	reference_real_dapo_exact_gate_exit_code	0	0.0	0.33	sbatch	3147755	sbatch --export=ALL,EXPERIMENT_DIR=$PWD infra/slurm/cscs/autoresearch/preflight_glm51_reference_load_fix.slurm	.tmp/glm-reference-object-load/logs/glm51_reference_load/config_3147755.out	crash	FAILED 1:0 before config resolution: exact Python still rejected `examples.custom_dataloader` because the tracked external-adapter directory was not an explicit package. No model/runtime evidence; add the missing package marker and rerun.
51	glm5p1-reference-kl-config	fix/glm-reference-object-load	27384e8c955ac6ea42c0b31571618e9506749b49	4a95efd6d67de76f6d4a5827748165c2c6d42954	infra/slurm/cscs/autoresearch/preflight_glm51_reference_load_fix.slurm	reference_real_dapo_exact_gate_exit_code	0	0.0	0.32	sbatch	3147759	sbatch --export=ALL,EXPERIMENT_DIR=$PWD infra/slurm/cscs/autoresearch/preflight_glm51_reference_load_fix.slurm	.tmp/glm-reference-object-load/logs/glm51_reference_load/config_3147759.out	crash	FAILED 1:0 before config resolution: package marker alone did not displace the image-owned `examples` module already loaded at interpreter startup. No model/runtime evidence; make the preflight assert and bind the source-owned package before adapter import.
52	glm5p1-reference-kl-config	fix/glm-reference-object-load	4a95efd6d67de76f6d4a5827748165c2c6d42954	218050bd885f8ad7f2cf81c6c0611147f1ada1a2	infra/slurm/cscs/autoresearch/preflight_glm51_reference_load_fix.slurm	reference_real_dapo_exact_gate_exit_code	0	0.0	0.30	sbatch	3147761	sbatch --export=ALL,EXPERIMENT_DIR=$PWD infra/slurm/cscs/autoresearch/preflight_glm51_reference_load_fix.slurm	.tmp/glm-reference-object-load/logs/glm51_reference_load/config_3147761.out	crash	FAILED 1:0 before config resolution with a useful fail-closed witness: the preflight PYTHONPATH ordered MCore ahead of the repo, and the bootstrap left an existing later repo entry in place, selecting MCore's `examples` package. No runtime evidence; move the source root to index zero unconditionally.
53	glm5p1-reference-kl-config	fix/glm-reference-object-load	218050bd885f8ad7f2cf81c6c0611147f1ada1a2	41ac6f576036dec33a81eb5e63303c350c752026	infra/slurm/cscs/autoresearch/preflight_glm51_reference_load_fix.slurm	reference_real_dapo_exact_gate_exit_code	1	0.0	2.83	sbatch	3147768	sbatch --export=ALL,EXPERIMENT_DIR=$PWD infra/slurm/cscs/autoresearch/preflight_glm51_reference_load_fix.slurm	.tmp/glm-reference-object-load/logs/glm51_reference_load/config_3147768.out	keep	COMPLETED 0:0; exact DAPO SHA/sample/tokenizer lengths, 288+32 topology, Bridge forwarding 1/1, NeMo reference setup 2/2, superproject 49/49, Ruff, 12-file formatting and shell syntax passed with final marker.
56	glm5p1-reference-kl-runtime	fix/glm-reference-object-load	e40f80d6fa7bd7e77236b36630900e17e8a3871b	41ac6f576036dec33a81eb5e63303c350c752026	examples/configs/recipes/llm/autoresearch/grpo-glm5.1-80n4g-megatron-async-vllm-tp32-reference-smoke.yaml	nonzero_reference_kl	0	0.0	2.25	sbatch	3147782	infra/slurm/cscs/autoresearch/submit_glm51_reference_smoke.sh	.tmp/glm-reference-object-load/logs/glm51_reference_smoke/slurm_3147782.out	crash	FAILED 1:0 before model load. Actor-prefetch uv sync rejected the isolated worktree because Gym, Automodel and kernels submodules were uninitialized; harness/venv only, no reference-fix evidence.
57	glm5p1-reference-kl-config	fix/glm-reference-object-load	41ac6f576036dec33a81eb5e63303c350c752026	df824a6f42fd59b8121a7410e0e657abb87fc70d	infra/slurm/cscs/autoresearch/preflight_glm51_reference_load_fix.slurm	actor_workspace_exact_preflight_exit_code	1	0.0	2.83	sbatch	3147791	sbatch --export=ALL,EXPERIMENT_DIR=$PWD infra/slurm/cscs/autoresearch/preflight_glm51_reference_load_fix.slurm	.tmp/glm-reference-object-load/logs/glm51_reference_load/config_3147791.out	keep	COMPLETED 0:0. Exact pinned submodules present; uv workspace dry-run resolved 549 packages and current lock; Bridge 1/1, NeMo reference setup 2/2, superproject 50/50, Ruff and format clean; final marker.
58	glm5p1-reference-kl-runtime	fix/glm-reference-object-load	41ac6f576036dec33a81eb5e63303c350c752026	df824a6f42fd59b8121a7410e0e657abb87fc70d	examples/configs/recipes/llm/autoresearch/grpo-glm5.1-80n4g-megatron-async-vllm-tp32-reference-smoke.yaml	nonzero_reference_kl	0	0.0	0.0	sbatch	3147795	infra/slurm/cscs/autoresearch/submit_glm51_reference_smoke.sh	.tmp/glm-reference-object-load/logs/glm51_reference_smoke/slurm_3147795.out	running	Submitted as 3147795. Retry after terminal-green fail-closed actor-workspace preflight. Require scheduler 0:0, all 288 primary and reference ranks, three loss-bearing train/refit cycles and strictly positive post-update KL.
54	apertus1p5-70b-async-config	autoresearch/2026-08-22-apertus70b-async/e2e	c2dc2826223788c319eb3ee9526d895c72462949	b5b03ea36bdfbd0d39a54573cf58867a7580eb27	infra/slurm/cscs/autoresearch/submit_apertus70b_async_smoke.sh	exact_image_preflight_exit_code	1	0.0	1.37	sbatch	3147771	APERTUS70B_PREFLIGHT_ONLY=1 infra/slurm/cscs/autoresearch/submit_apertus70b_async_smoke.sh	.tmp/apertus70b-async/3147771-logs/ray-driver.log	keep	COMPLETED 0:0. Exact image resolved the 145645691520-byte checkpoint, 16-shard conversion cache, fixed real-DAPO prompts at 140-379 input tokens, TP4/PP4 Megatron train world 16, TP4 vLLM world 4, and NCCL reshard config.
55	apertus1p5-70b-async-smoke	autoresearch/2026-08-22-apertus70b-async/e2e	b5b03ea36bdfbd0d39a54573cf58867a7580eb27	b5b03ea36bdfbd0d39a54573cf58867a7580eb27	examples/configs/recipes/llm/autoresearch/grpo-apertus1p5-70b-5n4g-megatron-async-vllm-tp4-smoke.yaml	terminal_metrics_artifact	0	0.0	19.17	sbatch	3147776	infra/slurm/cscs/autoresearch/submit_apertus70b_async_smoke.sh	.tmp/apertus70b-async/logs/apertus70b_async_smoke/slurm_3147776.out	crash	FAILED 1:0 before checkpoint load: the recipe set logprob_chunk_size=256 with defer_fp32_logits=false, violating the Megatron chunking invariant. vLLM TP4 dummy-model startup succeeded; no training/refit evidence. Correct the recipe and preflight before retry.
59	apertus1p5-70b-async-config	autoresearch/2026-08-22-apertus70b-async/e2e	b5b03ea36bdfbd0d39a54573cf58867a7580eb27	caadd74fdf435a333e3e86745b70846ca6da80ce	infra/slurm/cscs/autoresearch/submit_apertus70b_async_smoke.sh	exact_image_correction_gate_exit_code	0	0.0	1.80	sbatch	3147829	APERTUS70B_PREFLIGHT_ONLY=1 infra/slurm/cscs/autoresearch/submit_apertus70b_async_smoke.sh	.tmp/apertus70b-async/logs/apertus70b_async_smoke/slurm_3147829.out	crash	FAILED 1:0 only at Ruff format check: config resolution, corrected tokenizer without regex warning, focused regression test and Ruff lint all passed. Formatter requested one-line assertion; no model runtime attempted.
60	apertus1p5-70b-async-config	autoresearch/2026-08-22-apertus70b-async/e2e	caadd74fdf435a333e3e86745b70846ca6da80ce	05c2640cb1c0859abb3e983655ea30e3bead5812	infra/slurm/cscs/autoresearch/submit_apertus70b_async_smoke.sh	exact_image_correction_gate_exit_code	1	0.0	1.87	sbatch	3147843	APERTUS70B_PREFLIGHT_ONLY=1 infra/slurm/cscs/autoresearch/submit_apertus70b_async_smoke.sh	.tmp/apertus70b-async/logs/apertus70b_async_smoke/slurm_3147843.out	keep	COMPLETED 0:0. Exact image resolved the 70B cache/topology, loaded the checkpoint tokenizer with the regex correction and no warning, passed focused pytest, Ruff and formatting, and emitted the final preflight marker.
61	apertus1p5-70b-async-smoke	autoresearch/2026-08-22-apertus70b-async/e2e	b5b03ea36bdfbd0d39a54573cf58867a7580eb27	05c2640cb1c0859abb3e983655ea30e3bead5812	examples/configs/recipes/llm/autoresearch/grpo-apertus1p5-70b-5n4g-megatron-async-vllm-tp4-smoke.yaml	terminal_metrics_artifact	0	0.0	0.0	sbatch	3147845	infra/slurm/cscs/autoresearch/submit_apertus70b_async_smoke.sh	.tmp/apertus70b-async/logs/apertus70b_async_smoke/slurm_3147845.out	running	Corrected five-node real-checkpoint retry. Require 16 Megatron ranks, vLLM TP4 real-weight generation, initial plus three NCCL refits, three loss-bearing steps, nonzero gradients and reward/advantage variation, bounded age, terminal artifact, and scheduler 0:0.
62	apertus1p5-70b-async-smoke	autoresearch/2026-08-22-apertus70b-async/e2e	b5b03ea36bdfbd0d39a54573cf58867a7580eb27	05c2640cb1c0859abb3e983655ea30e3bead5812	examples/configs/recipes/llm/autoresearch/grpo-apertus1p5-70b-5n4g-megatron-async-vllm-tp4-smoke.yaml	step3_native_training_mfu_percent	12.0	0.0	21.8	sbatch	3147845	infra/slurm/cscs/autoresearch/submit_apertus70b_async_smoke.sh	.tmp/apertus70b-async/3147845-logs/ray-driver.log	crash	FAILED 1:0 only after all three Megatron optimizer steps and initial plus three NCCL refits. Runtime evidence is healthy, but all 96 sampled DAPO trajectories earned zero reward, so this is not learning-signal proof. The validator also requested an obsolete reward stddev tag; keep the strict signal gate, repair it to use emitted min/max reward tags, and diagnose direct-HF generation before retry.
63	apertus1p5-70b-direct-hf	autoresearch/2026-08-22-apertus70b-async/e2e	05c2640cb1c0859abb3e983655ea30e3bead5812	05c2640cb1c0859abb3e983655ea30e3bead5812	infra/slurm/cscs/probe_nemo_rl_vllm0251_image.py	direct_hf_coherent_generation	0	0.0	0.0	sbatch	3147915	sbatch --export exact image and Apertus70B checkpoint infra/slurm/cscs/probe_nemo_rl_vllm0251_tp4_image.slurm	.tmp/apertus70b-direct-hf/run.log	running	One-node TP4 control using the exact image and raw 70B HF checkpoint before any Megatron conversion/refit. It distinguishes checkpoint/tokenizer quality from a Megatron-to-vLLM weight-transfer issue; require terminal 0:0 and inspect generated text, not merely token count.
64	apertus1p5-70b-async-config	autoresearch/2026-08-22-apertus70b-async/e2e	05c2640cb1c0859abb3e983655ea30e3bead5812	f5646f236dfbba6b4983148b140efb872ba0827a	infra/slurm/cscs/autoresearch/submit_apertus70b_async_smoke.sh	reward_tag_correction_exact_gate	0	0.0	0.0	sbatch	3147920	APERTUS70B_PREFLIGHT_ONLY=1 infra/slurm/cscs/autoresearch/submit_apertus70b_async_smoke.sh	.tmp/apertus70b-async/3147920-logs/ray-driver.log	running	Exact-image correction gate for the emitted reward min/max validator, including three focused regression tests, tokenizer/config resolution, Ruff and formatting. No runtime retry until this is terminal green and the direct-HF control explains the zero-reward batch.
65	apertus1p5-70b-async-config	autoresearch/2026-08-22-apertus70b-async/e2e	f5646f236dfbba6b4983148b140efb872ba0827a	347a77f62747bf6d7eb6507655d86a2983588496	infra/slurm/cscs/autoresearch/submit_apertus70b_async_smoke.sh	final_head_exact_gate	0	0.0	0.0	sbatch	3147923	APERTUS70B_PREFLIGHT_ONLY=1 infra/slurm/cscs/autoresearch/submit_apertus70b_async_smoke.sh	.tmp/apertus70b-async/3147923-logs/ray-driver.log	running	Final-head exact-image gate adds an ABI-matched CUDA xIELU forward/backward smoke and fail-closed runtime attestation for Megatron training, while retaining the emitted reward-tag regression tests and all prior topology/config checks.
66	glm5p1-async-real-dapo-smoke	autoresearch/2026-08-22-glm51-async/tp32-throughput-10step	c2dc2826223788c319eb3ee9526d895c72462949	5890dfa3696dd041f9865030672aaffdf2941c57	examples/configs/recipes/llm/autoresearch/grpo-glm5.1-80n4g-megatron-async-vllm-tp32-smoke.yaml	terminal_green_artifact	1	0.0	60.47	sbatch	3147770	infra/slurm/cscs/autoresearch/submit_glm51_async_smoke.sh	.tmp/glm51-async-topology/logs/glm51_async_smoke/terminal_green_20260822T064830Z_74654.json	keep	COMPLETED 0:0. All 288 Megatron ranks and TP32 vLLM completed three real-DAPO async optimizer/refit cycles; every step had nonzero reward and advantages, trajectory age stayed in 0..1, and the exact-source/image terminal-green artifact validated.
67	glm5p1-async-throughput-10step	autoresearch/2026-08-22-glm51-async/tp32-throughput-10step	5890dfa3696dd041f9865030672aaffdf2941c57	5890dfa3696dd041f9865030672aaffdf2941c57	examples/configs/recipes/llm/autoresearch/grpo-glm5.1-80n4g-megatron-async-vllm-tp32-benchmark.yaml	steady_e2e_tokens_per_sec	0	0.0	0.0	sbatch	3147936	GLM_SMOKE_SUCCESS_ARTIFACT=terminal_green_20260822T064830Z_74654.json infra/slurm/cscs/autoresearch/submit_glm51_async_benchmark.sh	.tmp/glm51-async-topology/logs/glm51_async_benchmark/slurm_3147936.out	running	Frozen exact-source 10-step 80-node benchmark gated by job 3147770's terminal-green artifact. Require scheduler 0:0, ten learning/refit steps, bounded age, steady E2E/train/generation throughput, phase timing and Megatron MFU summary. A duplicate delayed submit 3147940 was canceled pending; the running job is authoritative.
68	glm5p1-reference-kl-runtime	fix/glm-reference-object-load	df824a6f42fd59b8121a7410e0e657abb87fc70d	df824a6f42fd59b8121a7410e0e657abb87fc70d	examples/configs/recipes/llm/autoresearch/grpo-glm5.1-80n4g-megatron-async-vllm-tp32-reference-smoke.yaml	reference_load_ranks	288	59.2	51.4	sbatch	3147795	infra/slurm/cscs/autoresearch/submit_glm51_reference_smoke.sh	.tmp/glm-reference-object-load/3147795-logs/ray-driver.log	crash	FAILED 1:0 during step-1 reference logprob after 288 primary/reference loads, initial refit, a full real-DAPO rollout and mixed rewards. Four actors on nid006299 exited together with identical native Ray SIGSEGV cores; peers cascaded with NCCL remote errors. No CUDA/Ray OOM or Python exception; node remained healthy. No KL or optimizer-step result.
69	glm5p1-reference-kl-runtime	fix/glm-reference-object-load	df824a6f42fd59b8121a7410e0e657abb87fc70d	df824a6f42fd59b8121a7410e0e657abb87fc70d	examples/configs/recipes/llm/autoresearch/grpo-glm5.1-80n4g-megatron-async-vllm-tp32-reference-smoke.yaml	nonzero_reference_kl	0	0.0	0.0	sbatch	pending	infra/slurm/cscs/autoresearch/submit_glm51_reference_smoke.sh	.tmp/glm-reference-object-load/logs/glm51_reference_smoke/slurm_pending.out	running	Unchanged exact-commit rerun on a fresh 80-node allocation after one node-local native crash. Require scheduler COMPLETED 0:0, 288 reference loads, mixed rewards, three finite loss-bearing train/refit steps, and at least one strictly positive post-update KL.
70	glm5p1-reference-kl-runtime	fix/glm-reference-object-load	df824a6f42fd59b8121a7410e0e657abb87fc70d	df824a6f42fd59b8121a7410e0e657abb87fc70d	examples/configs/recipes/llm/autoresearch/grpo-glm5.1-80n4g-megatron-async-vllm-tp32-reference-smoke.yaml	nonzero_reference_kl	0	0.0	0.0	sbatch	3147942	infra/slurm/cscs/autoresearch/submit_glm51_reference_smoke.sh	.tmp/glm-reference-object-load/logs/glm51_reference_smoke/slurm_3147942.out	running	Fresh-node unchanged retry is RUNNING on 80 nodes. Same immutable candidate, exact e941 image, shared GLM DCP cache and strict three-step KL validator; no source/config change after the native crash.
71	apertus1p5-70b-direct-hf	autoresearch/2026-08-22-apertus70b-async/e2e	05c2640cb1c0859abb3e983655ea30e3bead5812	05c2640cb1c0859abb3e983655ea30e3bead5812	infra/slurm/cscs/probe_nemo_rl_vllm0251_image.py	direct_hf_generated_tokens_per_sec	263.75	0.0	7.53	sbatch	3147915	sbatch --export exact image and Apertus70B checkpoint infra/slurm/cscs/probe_nemo_rl_vllm0251_tp4_image.slurm	.tmp/apertus70b-direct-hf/run.log	keep	COMPLETED 0:0. Exact-image raw-HF TP4 generated 256 tokens and a correct coherent reinforcement-learning explanation, proving the checkpoint and tokenizer are not generally corrupt. A matched DAPO-prompt control remains necessary before attributing the zero-reward refit run to transfer parity.
72	apertus1p5-70b-async-config	autoresearch/2026-08-22-apertus70b-async/e2e	347a77f62747bf6d7eb6507655d86a2983588496	887c95987dd0f5a86ca6d6b76c9dbbdd747db5c4	infra/slurm/cscs/autoresearch/submit_apertus70b_async_smoke.sh	matched_control_final_head_gate	0	0.0	0.0	sbatch	3147944	APERTUS70B_PREFLIGHT_ONLY=1 infra/slurm/cscs/autoresearch/submit_apertus70b_async_smoke.sh	.tmp/apertus70b-async/3147944-logs/ray-driver.log	running	Exact-image gate for the committed matched DAPO-prompt raw-HF control, retaining CUDA xIELU forward/backward, config/tokenizer/topology checks, four focused tests, Ruff, formatting and shell syntax before launch.
73	apertus1p5-70b-direct-hf-math	autoresearch/2026-08-22-apertus70b-async/e2e	347a77f62747bf6d7eb6507655d86a2983588496	887c95987dd0f5a86ca6d6b76c9dbbdd747db5c4	infra/slurm/cscs/autoresearch/probe_apertus70b_direct_hf_math.py	matched_dapo_direct_hf_generated_tokens_per_sec	509.13	0.0	8.38	sbatch	3147953	sbatch --nodes=1 --gpus-per-node=4 --wrap matched-direct-hf-math	.tmp/apertus70b-direct-hf-math/evidence_887c9598.json	keep	COMPLETED 0:0. Raw-HF TP4 generated 3,774 tokens from eight samples over the exact four DAPO prompts. Most samples were incorrect or length-truncated, so the failed refit run's all-zero reward batch is consistent with checkpoint/task difficulty rather than proving transfer corruption; full nonzero learning evidence remains open.
74	apertus1p5-70b-async-config	autoresearch/2026-08-22-apertus70b-async/e2e	887c95987dd0f5a86ca6d6b76c9dbbdd747db5c4	58ffe9ae1eeb088408c2b2cb79b0c1e1a55627e7	infra/slurm/cscs/autoresearch/submit_apertus70b_async_smoke.sh	xielu_split_final_head_gate	1	0.0	2.13	sbatch	3147963	APERTUS70B_PREFLIGHT_ONLY=1 infra/slurm/cscs/autoresearch/submit_apertus70b_async_smoke.sh	.tmp/apertus70b-async/3147963-logs/ray-driver.log	keep	COMPLETED 0:0. Exact image validated the split environment on final head 58ffe9ae1: config boundary passed, BF16 CUDA xIELU forward/backward passed with input and alpha gradients, four focused tests passed, and Ruff plus format checks passed.
75	glm5p1-reference-kl-runtime	fix/glm-reference-object-load	df824a6f42fd59b8121a7410e0e657abb87fc70d	df824a6f42fd59b8121a7410e0e657abb87fc70d	examples/configs/recipes/llm/autoresearch/grpo-glm5.1-80n4g-megatron-async-vllm-tp32-reference-smoke.yaml	nonzero_reference_kl	0	77.35	50.88	sbatch	3147942	infra/slurm/cscs/autoresearch/submit_glm51_reference_smoke.sh	.tmp/glm-reference-object-load/3147942-logs/ray-driver.log	crash	FAILED 1:0 in step-1 reference logprob after 288 primary/reference loads, successful initial refit, full real-DAPO rollout, age 0 and mixed rewards. Slurm worker logs prove host-memory cgroup OOM kills on nid006658, nid007208 and nid007222; downstream NCCL and ActorUnavailable errors were cascade. Default submit requested only 450G/node although GH200 nodes expose 870G. GPU peak snapshot was 77.35 GiB, excluding HBM OOM. No KL or optimizer step completed.
76	glm5p1-reference-kl-runtime	fix/glm-reference-object-load	df824a6f42fd59b8121a7410e0e657abb87fc70d	b9be5fdf09819764bd93fb675f186eb8924aa9cb	examples/configs/recipes/llm/autoresearch/grpo-glm5.1-80n4g-megatron-async-vllm-tp32-reference-smoke.yaml	nonzero_reference_kl	0	0.0	0.0	sbatch	pending	infra/slurm/cscs/autoresearch/submit_glm51_reference_smoke.sh	.tmp/glm-reference-object-load/logs/glm51_reference_smoke/slurm_pending.out	running	Committed experiment-only retry requests full node host memory with --mem=0 after job 3147942 proved a 450G Slurm cgroup OOM. Exact image, recipe, DAPO data, topology and strict three-step KL gates remain unchanged. Require scheduler COMPLETED 0:0 and host RSS below the full-node limit.
77	glm5p1-reference-kl-runtime	fix/glm-reference-object-load	b9be5fdf09819764bd93fb675f186eb8924aa9cb	b9be5fdf09819764bd93fb675f186eb8924aa9cb	infra/slurm/cscs/autoresearch/submit_glm51_reference_smoke.sh	slurm_submission_gate	0	0.0	0.0	sbatch	none	--mem=0 submission	stderr	discard	No job was created. Slurm rejected --mem=0 because it expands to physical RealMemory 870000M while MaxMemPerNode is 850000M. This is a launcher-only preflight failure, not a runtime result.
78	glm5p1-reference-kl-runtime	fix/glm-reference-object-load	b9be5fdf09819764bd93fb675f186eb8924aa9cb	05a25bc8a346bfb5f158032001ca1ea705a57531	examples/configs/recipes/llm/autoresearch/grpo-glm5.1-80n4g-megatron-async-vllm-tp32-reference-smoke.yaml	nonzero_reference_kl	0	0.0	0.0	sbatch	pending	infra/slurm/cscs/autoresearch/submit_glm51_reference_smoke.sh	.tmp/glm-reference-object-load/logs/glm51_reference_smoke/slurm_pending.out	running	Committed retry requests the cluster maximum 850000M per node. Exact launcher argument was captured with SBATCH_BIN=/bin/echo; Bash syntax and diff checks passed. Runtime config, image, data and strict KL gates remain unchanged.
79	glm5p1-reference-kl-runtime	fix/glm-reference-object-load	b9be5fdf09819764bd93fb675f186eb8924aa9cb	05a25bc8a346bfb5f158032001ca1ea705a57531	examples/configs/recipes/llm/autoresearch/grpo-glm5.1-80n4g-megatron-async-vllm-tp32-reference-smoke.yaml	nonzero_reference_kl	0	0.0	0.0	sbatch	3148084	infra/slurm/cscs/autoresearch/submit_glm51_reference_smoke.sh	.tmp/glm-reference-object-load/logs/glm51_reference_smoke/slurm_3148084.out	running	850000M-per-node retry submitted from clean signed commit with exact e941 image, 288-rank training plus reference policy, real DAPO and strict three-step KL validator. Monitor host RSS, 288 reference loads, former step-1 boundary, all metrics and scheduler exit.
80	glm5p1-reference-kl-runtime	fix/glm-reference-object-load	05a25bc8a346bfb5f158032001ca1ea705a57531	05a25bc8a346bfb5f158032001ca1ea705a57531	examples/configs/recipes/llm/autoresearch/grpo-glm5.1-80n4g-megatron-async-vllm-tp32-reference-smoke.yaml	primary_checkpoint_load	0	0.0	0.0	sbatch	3148084	infra/slurm/cscs/autoresearch/submit_glm51_reference_smoke.sh	.tmp/glm-reference-object-load/logs/glm51_reference_smoke/slurm_3148084.out	crash	FAILED 1:0 before reference setup. Primary DCP load on 287 ranks failed in the WORLD object-exchange path at all_gather_object then torch.load(weights_only=True) with Unsupported operand 0. No host-memory OOM occurred. The base recipe had disabled sharding-integrity validation but had not enabled the Bridge per-rank object-load option. Fifty zero-byte job-created core_nid files were removed after terminal state; two older unrelated cores were preserved.
81	glm5p1-reference-config	fix/glm-reference-object-load	05a25bc8a346bfb5f158032001ca1ea705a57531	8f4cb265d8b2398175651b3ec114b37b00a271fd	infra/slurm/cscs/autoresearch/preflight_glm51_reference_load_fix.slurm	per_rank_checkpoint_objects	1	0.0	0.0	sbatch	pending	sbatch infra/slurm/cscs/autoresearch/preflight_glm51_reference_load_fix.slurm	logs/glm51_reference_load/config_pending.out	running	SSH-signed experiment commit enables ckpt_fully_parallel_load_per_rank_objects on the 288-rank GLM base recipe and adds a resolved-config regression. Require exact-e941 config, actor-workspace, Bridge and NeMo checkpoint tests, focused superproject tests, Ruff, formatting, Bash syntax and terminal COMPLETED 0:0 before any 80-node KL retry.
82	glm5p1-reference-config	fix/glm-reference-object-load	05a25bc8a346bfb5f158032001ca1ea705a57531	8f4cb265d8b2398175651b3ec114b37b00a271fd	infra/slurm/cscs/autoresearch/preflight_glm51_reference_load_fix.slurm	per_rank_checkpoint_objects	1	0.0	0.0	sbatch	3148471	sbatch infra/slurm/cscs/autoresearch/preflight_glm51_reference_load_fix.slurm	logs/glm51_reference_load/config_3148471.out	running	Fresh reservation one-node exact-e941 preflight submitted from clean SSH-signed head. This gate resolves the reference recipe and runs actor-workspace, Bridge/NeMo checkpoint, focused superproject, Ruff, formatting and Bash syntax checks before the 80-node KL retry.
